,Buy Threshold,Sell Threshold,2023-06-08,2023-06-09,2023-06-12,2023-06-13,2023-06-14,2023-06-15,2023-06-16,2023-06-20,2023-06-21,2023-06-22,2023-06-23,2023-06-26,2023-06-27,2023-06-28,2023-06-29,2023-06-30,Sum
1144,0.03,-0.19,-1.38,0.74,-0.54,1.94,0.16,-0.0,-0.42,2.56,1.4,-0.06,1.09,-1.15,0.57,-1.93,-0.89,0.94,3.03
1143,0.03,-0.18,-1.38,0.74,-0.54,1.94,0.16,-0.0,-0.42,2.56,1.4,-0.06,1.09,-1.15,0.57,-1.93,-0.89,0.94,3.03
1147,0.03,-0.22,-1.38,0.74,-0.54,1.94,0.16,-0.0,-0.42,2.56,1.4,-0.06,1.09,-1.15,0.57,-1.93,-0.89,0.94,3.03
1199,0.02,-0.24,-1.38,0.99,-0.54,1.94,0.16,-0.03,-0.48,2.76,1.7,-0.21,1.0,-1.15,0.57,-1.93,-1.46,1.08,3.02
1188,0.02,-0.13,-1.38,0.99,-0.54,1.94,0.16,-0.03,-0.48,2.76,1.7,-0.21,1.0,-1.15,0.57,-1.93,-1.46,1.08,3.02
1187,0.02,-0.12,-1.38,0.99,-0.54,1.94,0.16,-0.03,-0.48,2.76,1.7,-0.21,1.0,-1.15,0.57,-1.93,-1.46,1.08,3.02
1197,0.02,-0.22,-1.38,0.99,-0.54,1.94,0.16,-0.03,-0.48,2.76,1.7,-0.21,1.0,-1.15,0.57,-1.93,-1.46,1.08,3.02
1196,0.02,-0.21,-1.38,0.99,-0.54,1.94,0.16,-0.03,-0.48,2.76,1.7,-0.21,1.0,-1.15,0.57,-1.93,-1.46,1.08,3.02
1198,0.02,-0.23,-1.38,0.99,-0.54,1.94,0.16,-0.03,-0.48,2.76,1.7,-0.21,1.0,-1.15,0.57,-1.93,-1.46,1.08,3.02
1189,0.02,-0.14,-1.38,0.99,-0.54,1.94,0.16,-0.03,-0.48,2.76,1.7,-0.21,1.0,-1.15,0.57,-1.93,-1.46,1.08,3.02
1194,0.02,-0.19,-1.38,0.99,-0.54,1.94,0.16,-0.03,-0.48,2.76,1.7,-0.21,1.0,-1.15,0.57,-1.93,-1.46,1.08,3.02
1190,0.02,-0.15,-1.38,0.99,-0.54,1.94,0.16,-0.03,-0.48,2.76,1.7,-0.21,1.0,-1.15,0.57,-1.93,-1.46,1.08,3.02
1191,0.02,-0.16,-1.38,0.99,-0.54,1.94,0.16,-0.03,-0.48,2.76,1.7,-0.21,1.0,-1.15,0.57,-1.93,-1.46,1.08,3.02
1195,0.02,-0.2,-1.38,0.99,-0.54,1.94,0.16,-0.03,-0.48,2.76,1.7,-0.21,1.0,-1.15,0.57,-1.93,-1.46,1.08,3.02
1192,0.02,-0.17,-1.38,0.99,-0.54,1.94,0.16,-0.03,-0.48,2.76,1.7,-0.21,1.0,-1.15,0.57,-1.93,-1.46,1.08,3.02
1193,0.02,-0.18,-1.38,0.99,-0.54,1.94,0.16,-0.03,-0.48,2.76,1.7,-0.21,1.0,-1.15,0.57,-1.93,-1.46,1.08,3.02
1090,0.04,-0.15,-1.38,0.92,-0.18,1.46,0.31,-0.22,-0.37,1.48,1.18,-0.06,1.09,-1.15,0.86,-1.93,0.0,0.94,2.95
1091,0.04,-0.16,-1.38,0.92,-0.18,1.46,0.31,-0.22,-0.37,1.48,1.18,-0.06,1.09,-1.15,0.86,-1.93,0.0,0.94,2.95
1092,0.04,-0.17,-1.38,0.92,-0.18,1.46,0.31,-0.22,-0.37,1.48,1.18,-0.06,1.09,-1.15,0.86,-1.93,0.0,0.94,2.95
1093,0.04,-0.18,-1.38,0.92,-0.18,1.46,0.31,-0.22,-0.37,1.48,1.18,-0.06,1.09,-1.15,0.86,-1.93,0.0,0.94,2.95
1094,0.04,-0.19,-1.38,0.92,-0.18,1.46,0.31,-0.22,-0.37,1.48,1.18,-0.06,1.09,-1.15,0.86,-1.93,0.0,0.94,2.95
1095,0.04,-0.2,-1.38,0.92,-0.18,1.46,0.31,-0.22,-0.37,1.48,1.18,-0.06,1.09,-1.15,0.86,-1.93,0.0,0.94,2.95
1096,0.04,-0.21,-1.38,0.92,-0.18,1.46,0.31,-0.22,-0.37,1.48,1.18,-0.06,1.09,-1.15,0.86,-1.93,0.0,0.94,2.95
1097,0.04,-0.22,-1.38,0.92,-0.18,1.46,0.31,-0.22,-0.37,1.48,1.18,-0.06,1.09,-1.15,0.86,-1.93,0.0,0.94,2.95
1098,0.04,-0.23,-1.38,0.92,-0.18,1.46,0.31,-0.22,-0.37,1.48,1.18,-0.06,1.09,-1.15,0.86,-1.93,0.0,0.94,2.95
1099,0.04,-0.24,-1.38,0.92,-0.18,1.46,0.31,-0.22,-0.37,1.48,1.18,-0.06,1.09,-1.15,0.86,-1.93,0.0,0.94,2.95
1088,0.04,-0.13,-1.38,0.92,-0.18,1.46,0.31,-0.22,-0.37,1.48,1.18,-0.06,1.09,-1.15,0.86,-1.93,0.0,0.94,2.95
1087,0.04,-0.12,-1.38,0.92,-0.18,1.46,0.31,-0.22,-0.37,1.48,1.18,-0.06,1.09,-1.15,0.86,-1.93,0.0,0.94,2.95
1086,0.04,-0.11,-1.38,0.92,-0.18,1.46,0.31,-0.22,-0.37,1.48,1.18,-0.06,1.09,-1.15,0.86,-1.93,0.0,0.94,2.95
1085,0.04,-0.1,-1.38,0.92,-0.18,1.46,0.31,-0.22,-0.37,1.48,1.18,-0.06,1.09,-1.15,0.86,-1.93,0.0,0.94,2.95
1089,0.04,-0.14,-1.38,0.92,-0.18,1.46,0.31,-0.22,-0.37,1.48,1.18,-0.06,1.09,-1.15,0.86,-1.93,0.0,0.94,2.95
1135,0.03,-0.1,-1.38,0.74,-0.54,1.94,0.16,-0.0,-0.6,2.56,1.4,-0.06,1.09,-1.15,0.57,-1.93,-0.89,0.94,2.85
1136,0.03,-0.11,-1.38,0.74,-0.54,1.94,0.16,-0.0,-0.6,2.56,1.4,-0.06,1.09,-1.15,0.57,-1.93,-0.89,0.94,2.85
1186,0.02,-0.11,-1.38,0.99,-0.54,1.94,0.16,-0.03,-0.66,2.76,1.7,-0.21,1.0,-1.15,0.57,-1.93,-1.46,1.08,2.84
1238,0.01,-0.13,-1.38,0.6,-0.54,1.94,0.16,0.45,-0.48,2.76,1.69,-0.21,0.81,-1.15,0.57,-1.93,-1.46,1.0,2.83
1239,0.01,-0.14,-1.38,0.6,-0.54,1.94,0.16,0.45,-0.48,2.76,1.69,-0.21,0.81,-1.15,0.57,-1.93,-1.46,1.0,2.83
1240,0.01,-0.15,-1.38,0.6,-0.54,1.94,0.16,0.45,-0.48,2.76,1.69,-0.21,0.81,-1.15,0.57,-1.93,-1.46,1.0,2.83
1237,0.01,-0.12,-1.38,0.6,-0.54,1.94,0.16,0.45,-0.48,2.76,1.69,-0.21,0.81,-1.15,0.57,-1.93,-1.46,1.0,2.83
1241,0.01,-0.16,-1.38,0.6,-0.54,1.94,0.16,0.45,-0.48,2.76,1.69,-0.21,0.81,-1.15,0.57,-1.93,-1.46,1.0,2.83
1242,0.01,-0.17,-1.38,0.6,-0.54,1.94,0.16,0.45,-0.48,2.76,1.69,-0.21,0.81,-1.15,0.57,-1.93,-1.46,1.0,2.83
1243,0.01,-0.18,-1.38,0.6,-0.54,1.94,0.16,0.45,-0.48,2.76,1.69,-0.21,0.81,-1.15,0.57,-1.93,-1.46,1.0,2.83
1244,0.01,-0.19,-1.38,0.6,-0.54,1.94,0.16,0.45,-0.48,2.76,1.69,-0.21,0.81,-1.15,0.57,-1.93,-1.46,1.0,2.83
1245,0.01,-0.2,-1.38,0.6,-0.54,1.94,0.16,0.45,-0.48,2.76,1.69,-0.21,0.81,-1.15,0.57,-1.93,-1.46,1.0,2.83
1246,0.01,-0.21,-1.38,0.6,-0.54,1.94,0.16,0.45,-0.48,2.76,1.69,-0.21,0.81,-1.15,0.57,-1.93,-1.46,1.0,2.83
1247,0.01,-0.22,-1.38,0.6,-0.54,1.94,0.16,0.45,-0.48,2.76,1.69,-0.21,0.81,-1.15,0.57,-1.93,-1.46,1.0,2.83
1248,0.01,-0.23,-1.38,0.6,-0.54,1.94,0.16,0.45,-0.48,2.76,1.69,-0.21,0.81,-1.15,0.57,-1.93,-1.46,1.0,2.83
1249,0.01,-0.24,-1.38,0.6,-0.54,1.94,0.16,0.45,-0.48,2.76,1.69,-0.21,0.81,-1.15,0.57,-1.93,-1.46,1.0,2.83
1236,0.01,-0.11,-1.38,0.6,-0.54,1.94,0.16,0.45,-0.66,2.76,1.69,-0.21,0.81,-1.15,0.57,-1.93,-1.46,1.0,2.65
1084,0.04,-0.09,-1.38,0.92,-0.18,1.46,0.31,-0.22,-0.37,1.48,1.18,-0.06,0.75,-1.15,0.86,-1.93,0.0,0.94,2.61
1134,0.03,-0.09,-1.38,0.74,-0.54,1.94,0.16,-0.0,-0.6,2.56,1.4,-0.06,0.82,-1.15,0.57,-1.93,-0.89,0.94,2.58
1185,0.02,-0.1,-1.38,0.65,-0.54,1.94,0.16,-0.03,-0.66,2.76,1.7,-0.21,1.0,-1.15,0.57,-1.93,-1.46,1.08,2.5
1133,0.03,-0.08,-1.38,0.74,-0.54,1.94,0.16,-0.0,-0.6,2.56,1.4,-0.06,0.82,-1.15,0.95,-2.4,-0.89,0.94,2.49
1291,0.0,-0.16,-1.38,0.74,-0.54,1.88,-0.03,0.45,-0.48,2.78,1.66,-0.73,1.07,-1.15,0.57,-1.93,-1.46,0.98,2.43
1292,0.0,-0.17,-1.38,0.74,-0.54,1.88,-0.03,0.45,-0.48,2.78,1.66,-0.73,1.07,-1.15,0.57,-1.93,-1.46,0.98,2.43
1298,0.0,-0.23,-1.38,0.74,-0.54,1.88,-0.03,0.45,-0.48,2.78,1.66,-0.73,1.07,-1.15,0.57,-1.93,-1.46,0.98,2.43
1294,0.0,-0.19,-1.38,0.74,-0.54,1.88,-0.03,0.45,-0.48,2.78,1.66,-0.73,1.07,-1.15,0.57,-1.93,-1.46,0.98,2.43
1295,0.0,-0.2,-1.38,0.74,-0.54,1.88,-0.03,0.45,-0.48,2.78,1.66,-0.73,1.07,-1.15,0.57,-1.93,-1.46,0.98,2.43
1296,0.0,-0.21,-1.38,0.74,-0.54,1.88,-0.03,0.45,-0.48,2.78,1.66,-0.73,1.07,-1.15,0.57,-1.93,-1.46,0.98,2.43
1297,0.0,-0.22,-1.38,0.74,-0.54,1.88,-0.03,0.45,-0.48,2.78,1.66,-0.73,1.07,-1.15,0.57,-1.93,-1.46,0.98,2.43
1289,0.0,-0.14,-1.38,0.74,-0.54,1.88,-0.03,0.45,-0.48,2.78,1.66,-0.73,1.07,-1.15,0.57,-1.93,-1.46,0.98,2.43
1299,0.0,-0.24,-1.38,0.74,-0.54,1.88,-0.03,0.45,-0.48,2.78,1.66,-0.73,1.07,-1.15,0.57,-1.93,-1.46,0.98,2.43
1290,0.0,-0.15,-1.38,0.74,-0.54,1.88,-0.03,0.45,-0.48,2.78,1.66,-0.73,1.07,-1.15,0.57,-1.93,-1.46,0.98,2.43
1293,0.0,-0.18,-1.38,0.74,-0.54,1.88,-0.03,0.45,-0.48,2.78,1.66,-0.73,1.07,-1.15,0.57,-1.93,-1.46,0.98,2.43
1287,0.0,-0.12,-1.38,0.74,-0.54,1.88,-0.03,0.45,-0.48,2.78,1.66,-0.73,1.07,-1.15,0.57,-1.93,-1.46,0.98,2.43
1288,0.0,-0.13,-1.38,0.74,-0.54,1.88,-0.03,0.45,-0.48,2.78,1.66,-0.73,1.07,-1.15,0.57,-1.93,-1.46,0.98,2.43
1184,0.02,-0.09,-1.38,0.65,-0.54,1.94,0.16,-0.03,-0.66,2.76,1.7,-0.21,0.82,-1.15,0.57,-1.93,-1.46,1.08,2.32
1235,0.01,-0.1,-1.38,0.26,-0.54,1.94,0.16,0.45,-0.66,2.76,1.69,-0.21,0.81,-1.15,0.57,-1.93,-1.46,1.0,2.31
1286,0.0,-0.11,-1.38,0.74,-0.54,1.88,-0.03,0.45,-0.66,2.78,1.66,-0.73,1.07,-1.15,0.57,-1.93,-1.46,0.98,2.25
1083,0.04,-0.08,-1.38,0.92,-0.18,1.46,0.31,-0.22,-0.37,1.48,1.18,-0.06,0.75,-1.15,0.86,-2.4,0.0,0.94,2.14
1234,0.01,-0.09,-1.38,0.26,-0.54,1.94,0.16,0.45,-0.66,2.76,1.69,-0.21,0.63,-1.15,0.57,-1.93,-1.46,1.0,2.13
1132,0.03,-0.07,-1.38,0.74,-0.71,1.94,0.27,-0.0,-0.6,2.56,1.4,-0.36,0.82,-1.15,0.95,-2.4,-0.92,0.94,2.1
1183,0.02,-0.08,-1.38,0.65,-0.54,1.94,0.16,-0.03,-0.66,2.76,1.7,-0.21,0.82,-1.15,0.87,-2.47,-1.46,1.08,2.08
1285,0.0,-0.1,-1.38,0.4,-0.54,1.88,-0.03,0.45,-0.66,2.78,1.66,-0.73,1.07,-1.15,0.57,-1.93,-1.46,0.98,1.91
1082,0.04,-0.07,-1.38,0.92,-0.18,1.46,0.31,-0.22,-0.37,1.48,1.18,-0.36,0.75,-1.15,0.86,-2.4,0.0,0.94,1.84
1284,0.0,-0.09,-1.38,0.4,-0.54,1.88,-0.03,0.45,-0.66,2.78,1.66,-0.73,0.89,-1.15,0.57,-1.93,-1.46,0.98,1.73
1343,-0.01,-0.18,-1.35,0.61,-0.55,1.67,-0.21,0.32,-0.48,2.78,1.66,-0.73,1.1,-1.19,0.3,-2.02,-1.34,0.85,1.42
1348,-0.01,-0.23,-1.35,0.61,-0.55,1.67,-0.21,0.32,-0.48,2.78,1.66,-0.73,1.1,-1.19,0.3,-2.02,-1.34,0.85,1.42
1338,-0.01,-0.13,-1.35,0.61,-0.55,1.67,-0.21,0.32,-0.48,2.78,1.66,-0.73,1.1,-1.19,0.3,-2.02,-1.34,0.85,1.42
1337,-0.01,-0.12,-1.35,0.61,-0.55,1.67,-0.21,0.32,-0.48,2.78,1.66,-0.73,1.1,-1.19,0.3,-2.02,-1.34,0.85,1.42
1349,-0.01,-0.24,-1.35,0.61,-0.55,1.67,-0.21,0.32,-0.48,2.78,1.66,-0.73,1.1,-1.19,0.3,-2.02,-1.34,0.85,1.42
1341,-0.01,-0.16,-1.35,0.61,-0.55,1.67,-0.21,0.32,-0.48,2.78,1.66,-0.73,1.1,-1.19,0.3,-2.02,-1.34,0.85,1.42
1342,-0.01,-0.17,-1.35,0.61,-0.55,1.67,-0.21,0.32,-0.48,2.78,1.66,-0.73,1.1,-1.19,0.3,-2.02,-1.34,0.85,1.42
1344,-0.01,-0.19,-1.35,0.61,-0.55,1.67,-0.21,0.32,-0.48,2.78,1.66,-0.73,1.1,-1.19,0.3,-2.02,-1.34,0.85,1.42
1345,-0.01,-0.2,-1.35,0.61,-0.55,1.67,-0.21,0.32,-0.48,2.78,1.66,-0.73,1.1,-1.19,0.3,-2.02,-1.34,0.85,1.42
1339,-0.01,-0.14,-1.35,0.61,-0.55,1.67,-0.21,0.32,-0.48,2.78,1.66,-0.73,1.1,-1.19,0.3,-2.02,-1.34,0.85,1.42
1340,-0.01,-0.15,-1.35,0.61,-0.55,1.67,-0.21,0.32,-0.48,2.78,1.66,-0.73,1.1,-1.19,0.3,-2.02,-1.34,0.85,1.42
1346,-0.01,-0.21,-1.35,0.61,-0.55,1.67,-0.21,0.32,-0.48,2.78,1.66,-0.73,1.1,-1.19,0.3,-2.02,-1.34,0.85,1.42
1347,-0.01,-0.22,-1.35,0.61,-0.55,1.67,-0.21,0.32,-0.48,2.78,1.66,-0.73,1.1,-1.19,0.3,-2.02,-1.34,0.85,1.42
1182,0.02,-0.07,-1.38,0.65,-0.71,1.94,0.27,-0.03,-0.66,2.76,1.7,-0.51,0.82,-1.15,0.87,-2.47,-1.66,0.94,1.38
2429,-0.23,-0.04,-1.4,0.94,-0.55,1.67,-0.2,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.36
2379,-0.22,-0.04,-1.4,0.94,-0.55,1.67,-0.2,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.36
2180,-0.18,-0.05,-1.4,0.94,-0.55,1.67,-0.2,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.36
2479,-0.24,-0.04,-1.4,0.94,-0.55,1.67,-0.2,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.36
2329,-0.21,-0.04,-1.4,0.94,-0.55,1.67,-0.2,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.36
2095,-0.16,-0.2,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2094,-0.16,-0.19,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2099,-0.16,-0.24,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2098,-0.16,-0.23,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2097,-0.16,-0.22,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2096,-0.16,-0.21,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2093,-0.16,-0.18,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2092,-0.16,-0.17,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2144,-0.17,-0.19,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2149,-0.17,-0.24,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2148,-0.17,-0.23,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2142,-0.17,-0.17,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2141,-0.17,-0.16,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2145,-0.17,-0.2,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2146,-0.17,-0.21,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2147,-0.17,-0.22,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2140,-0.17,-0.15,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2139,-0.17,-0.14,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2138,-0.17,-0.13,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2137,-0.17,-0.12,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2136,-0.17,-0.11,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2135,-0.17,-0.1,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2134,-0.17,-0.09,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2133,-0.17,-0.08,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2132,-0.17,-0.07,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2143,-0.17,-0.18,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2131,-0.17,-0.06,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
1998,-0.14,-0.23,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2091,-0.16,-0.16,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
1991,-0.14,-0.16,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2033,-0.15,-0.08,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
1999,-0.14,-0.24,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2182,-0.18,-0.07,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
1997,-0.14,-0.22,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
1996,-0.14,-0.21,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
1995,-0.14,-0.2,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
1994,-0.14,-0.19,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
1993,-0.14,-0.18,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
1992,-0.14,-0.17,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
1990,-0.14,-0.15,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2035,-0.15,-0.1,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
1989,-0.14,-0.14,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
1988,-0.14,-0.13,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
1987,-0.14,-0.12,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
1949,-0.13,-0.24,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
1948,-0.13,-0.23,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
1947,-0.13,-0.22,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
1946,-0.13,-0.21,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
1945,-0.13,-0.2,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
1944,-0.13,-0.19,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
2034,-0.15,-0.09,-1.4,0.94,-0.55,1.67,-0.21,0.32,-0.43,2.8,1.66,-1.04,1.19,-1.19,0.2,-2.17,-1.34,0.9,1.35
