,Buy Threshold,Sell Threshold,2023-06-08,2023-06-09,2023-06-12,2023-06-13,2023-06-14,2023-06-15,2023-06-16,2023-06-20,2023-06-21,2023-06-22,2023-06-23,2023-06-26,2023-06-27,2023-06-28,2023-06-29,2023-06-30,Sum
1089,0.04,-0.14,0.0,-0.24,0.0,0.82,0.25,1.66,0.0,-0.54,0.17,0.51,0.0,0.37,0.0,-0.74,0.63,0.0,2.89
1145,0.03,-0.2,1.04,-0.24,0.0,0.82,0.42,1.65,-1.45,-0.31,0.17,0.51,-1.81,0.37,0.91,-0.48,1.03,0.09,2.72
1146,0.03,-0.21,1.04,-0.24,0.0,0.82,0.42,1.65,-1.45,-0.31,0.17,0.51,-1.81,0.37,0.91,-0.48,1.03,0.09,2.72
1147,0.03,-0.22,1.04,-0.24,0.0,0.82,0.42,1.65,-1.45,-0.31,0.17,0.51,-1.81,0.37,0.91,-0.48,1.03,0.09,2.72
1148,0.03,-0.23,1.04,-0.24,0.0,0.82,0.42,1.65,-1.45,-0.31,0.17,0.51,-1.81,0.37,0.91,-0.48,1.03,0.09,2.72
1149,0.03,-0.24,1.04,-0.24,0.0,0.82,0.42,1.65,-1.45,-0.31,0.17,0.51,-1.81,0.37,0.91,-0.48,1.03,0.09,2.72
1139,0.03,-0.14,1.04,-0.24,0.0,0.82,0.25,1.65,-1.45,-0.31,0.17,0.51,-1.81,0.37,0.91,-0.48,0.7,0.09,2.22
1140,0.03,-0.15,1.04,-0.24,0.0,0.82,0.25,1.65,-1.45,-0.31,0.17,0.51,-1.81,0.37,0.91,-0.48,0.7,0.09,2.22
1141,0.03,-0.16,1.04,-0.24,0.0,0.82,0.25,1.65,-1.45,-0.31,0.17,0.51,-1.81,0.37,0.91,-0.48,0.7,0.09,2.22
1142,0.03,-0.17,1.04,-0.24,0.0,0.82,0.25,1.65,-1.45,-0.31,0.17,0.51,-1.81,0.37,0.91,-0.48,0.7,0.09,2.22
1143,0.03,-0.18,1.04,-0.24,0.0,0.82,0.25,1.65,-1.45,-0.31,0.17,0.51,-1.81,0.37,0.91,-0.48,0.7,0.09,2.22
1144,0.03,-0.19,1.04,-0.24,0.0,0.82,0.25,1.65,-1.45,-0.31,0.17,0.51,-1.81,0.37,0.91,-0.48,0.7,0.09,2.22
1138,0.03,-0.13,1.04,-0.24,0.0,0.82,0.25,1.65,-1.45,-0.31,0.17,0.51,-1.81,0.37,0.91,-0.48,0.7,0.09,2.22
1137,0.03,-0.12,1.04,-0.24,0.0,0.82,0.11,1.65,-1.45,-0.31,0.17,0.51,-1.81,0.37,0.91,-0.48,0.7,0.09,2.08
1086,0.04,-0.11,0.0,-0.24,0.0,0.82,-0.58,1.66,0.0,-0.54,0.17,0.51,0.0,0.37,0.0,-0.74,0.63,0.0,2.06
1087,0.04,-0.12,0.0,-0.24,0.0,0.82,-0.58,1.66,0.0,-0.54,0.17,0.51,0.0,0.37,0.0,-0.74,0.63,0.0,2.06
1136,0.03,-0.11,1.04,-0.24,0.0,0.82,-0.06,1.65,-1.45,-0.31,0.17,0.51,-1.81,0.37,0.91,-0.48,0.7,0.09,1.91
1134,0.03,-0.09,1.04,-0.24,0.0,0.82,-0.06,1.65,-1.45,-0.31,0.17,0.51,-1.81,0.37,0.91,-0.48,0.7,0.09,1.91
1084,0.04,-0.09,0.0,-0.24,0.0,0.82,-0.58,1.66,0.0,-0.69,0.17,0.51,0.0,0.37,0.0,-0.74,0.63,0.0,1.91
1085,0.04,-0.1,0.0,-0.24,0.0,0.82,-0.58,1.66,0.0,-0.69,0.17,0.51,0.0,0.37,0.0,-0.74,0.63,0.0,1.91
1135,0.03,-0.1,1.04,-0.24,0.0,0.82,-0.06,1.65,-1.45,-0.31,0.17,0.51,-1.81,0.37,0.91,-0.48,0.7,0.09,1.91
1297,0.0,-0.22,1.03,-0.48,0.98,-0.22,-0.35,1.84,-1.91,-0.17,0.49,0.57,-1.58,0.35,0.78,-0.24,0.81,-0.26,1.64
1082,0.04,-0.07,0.0,-0.24,0.0,0.82,-0.96,1.66,0.0,-0.69,0.17,0.51,0.0,0.37,0.11,-0.74,0.63,0.0,1.64
1296,0.0,-0.21,1.03,-0.48,0.98,-0.22,-0.35,1.84,-1.91,-0.17,0.49,0.57,-1.58,0.35,0.78,-0.24,0.81,-0.26,1.64
1295,0.0,-0.2,1.03,-0.48,0.98,-0.22,-0.35,1.84,-1.91,-0.17,0.49,0.57,-1.58,0.35,0.78,-0.24,0.81,-0.26,1.64
1298,0.0,-0.23,1.03,-0.48,0.98,-0.22,-0.35,1.84,-1.91,-0.17,0.49,0.57,-1.58,0.35,0.78,-0.24,0.81,-0.26,1.64
1299,0.0,-0.24,1.03,-0.48,0.98,-0.22,-0.35,1.84,-1.91,-0.17,0.49,0.57,-1.58,0.35,0.78,-0.24,0.81,-0.26,1.64
794,0.1,-0.19,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57
793,0.1,-0.18,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57
792,0.1,-0.17,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57
791,0.1,-0.16,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57
790,0.1,-0.15,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57
789,0.1,-0.14,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57
788,0.1,-0.13,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57
1132,0.03,-0.07,1.04,-0.24,0.0,0.82,-0.44,1.65,-1.45,-0.31,0.17,0.51,-2.01,0.37,1.12,-0.48,0.7,0.09,1.54
1133,0.03,-0.08,1.04,-0.24,0.0,0.82,-0.44,1.65,-1.45,-0.31,0.17,0.51,-1.81,0.37,0.91,-0.48,0.7,0.09,1.53
1083,0.04,-0.08,0.0,-0.24,0.0,0.82,-0.96,1.66,0.0,-0.69,0.17,0.51,0.0,0.37,0.0,-0.74,0.63,0.0,1.53
1195,0.02,-0.2,0.78,-0.48,1.29,0.1,-0.35,1.65,-1.91,-0.37,0.49,0.51,-1.81,0.37,0.76,-0.13,0.97,-0.35,1.52
1197,0.02,-0.22,0.78,-0.48,1.29,0.1,-0.35,1.65,-1.91,-0.37,0.49,0.51,-1.81,0.37,0.76,-0.13,0.97,-0.35,1.52
1199,0.02,-0.24,0.78,-0.48,1.29,0.1,-0.35,1.65,-1.91,-0.37,0.49,0.51,-1.81,0.37,0.76,-0.13,0.97,-0.35,1.52
1196,0.02,-0.21,0.78,-0.48,1.29,0.1,-0.35,1.65,-1.91,-0.37,0.49,0.51,-1.81,0.37,0.76,-0.13,0.97,-0.35,1.52
1198,0.02,-0.23,0.78,-0.48,1.29,0.1,-0.35,1.65,-1.91,-0.37,0.49,0.51,-1.81,0.37,0.76,-0.13,0.97,-0.35,1.52
795,0.1,-0.2,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39
796,0.1,-0.21,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39
797,0.1,-0.22,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39
798,0.1,-0.23,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39
799,0.1,-0.24,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39
1291,0.0,-0.16,1.03,-0.48,0.98,-0.22,-0.52,1.84,-1.91,-0.17,0.49,0.57,-1.58,0.35,0.78,-0.24,0.65,-0.26,1.31
1292,0.0,-0.17,1.03,-0.48,0.98,-0.22,-0.52,1.84,-1.91,-0.17,0.49,0.57,-1.58,0.35,0.78,-0.24,0.65,-0.26,1.31
1290,0.0,-0.15,1.03,-0.48,0.98,-0.22,-0.52,1.84,-1.91,-0.17,0.49,0.57,-1.58,0.35,0.78,-0.24,0.65,-0.26,1.31
1289,0.0,-0.14,1.03,-0.48,0.98,-0.22,-0.52,1.84,-1.91,-0.17,0.49,0.57,-1.58,0.35,0.78,-0.24,0.65,-0.26,1.31
1288,0.0,-0.13,1.03,-0.48,0.98,-0.22,-0.52,1.84,-1.91,-0.17,0.49,0.57,-1.58,0.35,0.78,-0.24,0.65,-0.26,1.31
1449,-0.03,-0.24,1.03,-0.63,0.8,-0.12,-0.06,1.82,-1.97,-0.28,0.32,0.63,-1.58,0.35,0.76,-0.15,0.81,-0.42,1.31
1294,0.0,-0.19,1.03,-0.48,0.98,-0.22,-0.52,1.84,-1.91,-0.17,0.49,0.57,-1.58,0.35,0.78,-0.24,0.65,-0.26,1.31
1293,0.0,-0.18,1.03,-0.48,0.98,-0.22,-0.52,1.84,-1.91,-0.17,0.49,0.57,-1.58,0.35,0.78,-0.24,0.65,-0.26,1.31
1448,-0.03,-0.23,1.03,-0.63,0.8,-0.12,-0.06,1.82,-1.97,-0.28,0.32,0.63,-1.58,0.35,0.76,-0.15,0.81,-0.42,1.31
1445,-0.03,-0.2,1.03,-0.63,0.8,-0.12,-0.06,1.82,-1.97,-0.28,0.32,0.63,-1.58,0.35,0.76,-0.15,0.81,-0.42,1.31
1447,-0.03,-0.22,1.03,-0.63,0.8,-0.12,-0.06,1.82,-1.97,-0.28,0.32,0.63,-1.58,0.35,0.76,-0.15,0.81,-0.42,1.31
1446,-0.03,-0.21,1.03,-0.63,0.8,-0.12,-0.06,1.82,-1.97,-0.28,0.32,0.63,-1.58,0.35,0.76,-0.15,0.81,-0.42,1.31
994,0.06,-0.19,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.2
1042,0.05,-0.17,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.2
988,0.06,-0.13,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.2
989,0.06,-0.14,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.2
990,0.06,-0.15,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.2
991,0.06,-0.16,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.2
992,0.06,-0.17,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.2
1044,0.05,-0.19,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.2
1043,0.05,-0.18,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.2
993,0.06,-0.18,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.2
1041,0.05,-0.16,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.2
1039,0.05,-0.14,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.2
1038,0.05,-0.13,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.2
1040,0.05,-0.15,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.2
1190,0.02,-0.15,0.78,-0.48,1.29,0.1,-0.52,1.65,-1.91,-0.37,0.49,0.51,-1.81,0.37,0.76,-0.13,0.78,-0.35,1.16
996,0.06,-0.21,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.16
997,0.06,-0.22,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.16
998,0.06,-0.23,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.16
999,0.06,-0.24,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.16
1194,0.02,-0.19,0.78,-0.48,1.29,0.1,-0.52,1.65,-1.91,-0.37,0.49,0.51,-1.81,0.37,0.76,-0.13,0.78,-0.35,1.16
1188,0.02,-0.13,0.78,-0.48,1.29,0.1,-0.52,1.65,-1.91,-0.37,0.49,0.51,-1.81,0.37,0.76,-0.13,0.78,-0.35,1.16
1189,0.02,-0.14,0.78,-0.48,1.29,0.1,-0.52,1.65,-1.91,-0.37,0.49,0.51,-1.81,0.37,0.76,-0.13,0.78,-0.35,1.16
1191,0.02,-0.16,0.78,-0.48,1.29,0.1,-0.52,1.65,-1.91,-0.37,0.49,0.51,-1.81,0.37,0.76,-0.13,0.78,-0.35,1.16
1192,0.02,-0.17,0.78,-0.48,1.29,0.1,-0.52,1.65,-1.91,-0.37,0.49,0.51,-1.81,0.37,0.76,-0.13,0.78,-0.35,1.16
1193,0.02,-0.18,0.78,-0.48,1.29,0.1,-0.52,1.65,-1.91,-0.37,0.49,0.51,-1.81,0.37,0.76,-0.13,0.78,-0.35,1.16
1049,0.05,-0.24,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.16
1048,0.05,-0.23,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.16
1047,0.05,-0.22,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.16
1046,0.05,-0.21,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.16
1045,0.05,-0.2,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.16
995,0.06,-0.2,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,1.16
1444,-0.03,-0.19,1.03,-0.63,0.8,-0.12,-0.23,1.82,-1.97,-0.28,0.32,0.63,-1.58,0.35,0.76,-0.15,0.81,-0.42,1.14
1345,-0.01,-0.2,1.03,-0.63,0.86,-0.12,-0.35,1.82,-1.97,-0.23,0.32,0.57,-1.58,0.35,0.76,-0.15,0.81,-0.42,1.07
1346,-0.01,-0.21,1.03,-0.63,0.86,-0.12,-0.35,1.82,-1.97,-0.23,0.32,0.57,-1.58,0.35,0.76,-0.15,0.81,-0.42,1.07
1347,-0.01,-0.22,1.03,-0.63,0.86,-0.12,-0.35,1.82,-1.97,-0.23,0.32,0.57,-1.58,0.35,0.76,-0.15,0.81,-0.42,1.07
1348,-0.01,-0.23,1.03,-0.63,0.86,-0.12,-0.35,1.82,-1.97,-0.23,0.32,0.57,-1.58,0.35,0.76,-0.15,0.81,-0.42,1.07
1349,-0.01,-0.24,1.03,-0.63,0.86,-0.12,-0.35,1.82,-1.97,-0.23,0.32,0.57,-1.58,0.35,0.76,-0.15,0.81,-0.42,1.07
1443,-0.03,-0.18,1.03,-0.63,0.8,-0.12,-0.23,1.82,-1.97,-0.28,0.32,0.63,-1.58,0.35,0.76,-0.15,0.7,-0.42,1.03
1441,-0.03,-0.16,1.03,-0.63,0.8,-0.12,-0.23,1.82,-1.97,-0.28,0.32,0.63,-1.58,0.35,0.76,-0.15,0.7,-0.42,1.03
1442,-0.03,-0.17,1.03,-0.63,0.8,-0.12,-0.23,1.82,-1.97,-0.28,0.32,0.63,-1.58,0.35,0.76,-0.15,0.7,-0.42,1.03
1440,-0.03,-0.15,1.03,-0.63,0.8,-0.12,-0.23,1.82,-1.97,-0.28,0.32,0.63,-1.58,0.35,0.76,-0.15,0.7,-0.42,1.03
1439,-0.03,-0.14,1.03,-0.63,0.8,-0.12,-0.23,1.82,-1.97,-0.28,0.32,0.63,-1.58,0.35,0.76,-0.15,0.7,-0.42,1.03
1438,-0.03,-0.13,1.03,-0.63,0.8,-0.12,-0.23,1.82,-1.97,-0.28,0.32,0.63,-1.58,0.35,0.76,-0.15,0.7,-0.42,1.03
1399,-0.02,-0.24,1.03,-0.63,0.8,-0.12,-0.35,1.82,-1.97,-0.28,0.32,0.63,-1.58,0.35,0.76,-0.15,0.81,-0.42,1.02
1396,-0.02,-0.21,1.03,-0.63,0.8,-0.12,-0.35,1.82,-1.97,-0.28,0.32,0.63,-1.58,0.35,0.76,-0.15,0.81,-0.42,1.02
1395,-0.02,-0.2,1.03,-0.63,0.8,-0.12,-0.35,1.82,-1.97,-0.28,0.32,0.63,-1.58,0.35,0.76,-0.15,0.81,-0.42,1.02
1187,0.02,-0.12,0.78,-0.48,1.29,0.1,-0.66,1.65,-1.91,-0.37,0.49,0.51,-1.81,0.37,0.76,-0.13,0.78,-0.35,1.02
1398,-0.02,-0.23,1.03,-0.63,0.8,-0.12,-0.35,1.82,-1.97,-0.28,0.32,0.63,-1.58,0.35,0.76,-0.15,0.81,-0.42,1.02
1397,-0.02,-0.22,1.03,-0.63,0.8,-0.12,-0.35,1.82,-1.97,-0.28,0.32,0.63,-1.58,0.35,0.76,-0.15,0.81,-0.42,1.02
1245,0.01,-0.2,1.07,-0.48,0.98,-0.22,-0.35,1.65,-1.91,-0.37,0.49,0.36,-1.7,0.35,0.76,-0.24,0.81,-0.26,0.94
1246,0.01,-0.21,1.07,-0.48,0.98,-0.22,-0.35,1.65,-1.91,-0.37,0.49,0.36,-1.7,0.35,0.76,-0.24,0.81,-0.26,0.94
1247,0.01,-0.22,1.07,-0.48,0.98,-0.22,-0.35,1.65,-1.91,-0.37,0.49,0.36,-1.7,0.35,0.76,-0.24,0.81,-0.26,0.94
1248,0.01,-0.23,1.07,-0.48,0.98,-0.22,-0.35,1.65,-1.91,-0.37,0.49,0.36,-1.7,0.35,0.76,-0.24,0.81,-0.26,0.94
1249,0.01,-0.24,1.07,-0.48,0.98,-0.22,-0.35,1.65,-1.91,-0.37,0.49,0.36,-1.7,0.35,0.76,-0.24,0.81,-0.26,0.94
1287,0.0,-0.12,1.03,-0.48,0.98,-0.22,-0.63,1.84,-1.91,-0.17,0.49,0.57,-1.88,0.35,0.78,-0.24,0.65,-0.26,0.9
1184,0.02,-0.09,0.78,-0.48,1.29,0.1,-0.83,1.65,-1.91,-0.37,0.49,0.51,-1.81,0.37,0.76,-0.13,0.78,-0.35,0.85
1185,0.02,-0.1,0.78,-0.48,1.29,0.1,-0.83,1.65,-1.91,-0.37,0.49,0.51,-1.81,0.37,0.76,-0.13,0.78,-0.35,0.85
1186,0.02,-0.11,0.78,-0.48,1.29,0.1,-0.83,1.65,-1.91,-0.37,0.49,0.51,-1.81,0.37,0.76,-0.13,0.78,-0.35,0.85
893,0.08,-0.18,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
892,0.08,-0.17,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
891,0.08,-0.16,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
890,0.08,-0.15,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
889,0.08,-0.14,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
888,0.08,-0.13,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
894,0.08,-0.19,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
838,0.09,-0.13,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
938,0.07,-0.13,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
939,0.07,-0.14,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
844,0.09,-0.19,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
843,0.09,-0.18,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
842,0.09,-0.17,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
841,0.09,-0.16,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
840,0.09,-0.15,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
839,0.09,-0.14,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
944,0.07,-0.19,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
943,0.07,-0.18,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
942,0.07,-0.17,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
941,0.07,-0.16,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
940,0.07,-0.15,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
1338,-0.01,-0.13,1.03,-0.63,0.86,-0.12,-0.52,1.82,-1.97,-0.23,0.32,0.57,-1.58,0.35,0.76,-0.15,0.65,-0.42,0.74
1339,-0.01,-0.14,1.03,-0.63,0.86,-0.12,-0.52,1.82,-1.97,-0.23,0.32,0.57,-1.58,0.35,0.76,-0.15,0.65,-0.42,0.74
1340,-0.01,-0.15,1.03,-0.63,0.86,-0.12,-0.52,1.82,-1.97,-0.23,0.32,0.57,-1.58,0.35,0.76,-0.15,0.65,-0.42,0.74
1341,-0.01,-0.16,1.03,-0.63,0.86,-0.12,-0.52,1.82,-1.97,-0.23,0.32,0.57,-1.58,0.35,0.76,-0.15,0.65,-0.42,0.74
1342,-0.01,-0.17,1.03,-0.63,0.86,-0.12,-0.52,1.82,-1.97,-0.23,0.32,0.57,-1.58,0.35,0.76,-0.15,0.65,-0.42,0.74
1343,-0.01,-0.18,1.03,-0.63,0.86,-0.12,-0.52,1.82,-1.97,-0.23,0.32,0.57,-1.58,0.35,0.76,-0.15,0.65,-0.42,0.74
1344,-0.01,-0.19,1.03,-0.63,0.86,-0.12,-0.52,1.82,-1.97,-0.23,0.32,0.57,-1.58,0.35,0.76,-0.15,0.65,-0.42,0.74
1392,-0.02,-0.17,1.03,-0.63,0.8,-0.12,-0.52,1.82,-1.97,-0.28,0.32,0.63,-1.58,0.35,0.76,-0.15,0.65,-0.42,0.69
1391,-0.02,-0.16,1.03,-0.63,0.8,-0.12,-0.52,1.82,-1.97,-0.28,0.32,0.63,-1.58,0.35,0.76,-0.15,0.65,-0.42,0.69
1389,-0.02,-0.14,1.03,-0.63,0.8,-0.12,-0.52,1.82,-1.97,-0.28,0.32,0.63,-1.58,0.35,0.76,-0.15,0.65,-0.42,0.69
1388,-0.02,-0.13,1.03,-0.63,0.8,-0.12,-0.52,1.82,-1.97,-0.28,0.32,0.63,-1.58,0.35,0.76,-0.15,0.65,-0.42,0.69
1393,-0.02,-0.18,1.03,-0.63,0.8,-0.12,-0.52,1.82,-1.97,-0.28,0.32,0.63,-1.58,0.35,0.76,-0.15,0.65,-0.42,0.69
1394,-0.02,-0.19,1.03,-0.63,0.8,-0.12,-0.52,1.82,-1.97,-0.28,0.32,0.63,-1.58,0.35,0.76,-0.15,0.65,-0.42,0.69
1390,-0.02,-0.15,1.03,-0.63,0.8,-0.12,-0.52,1.82,-1.97,-0.28,0.32,0.63,-1.58,0.35,0.76,-0.15,0.65,-0.42,0.69
