Buy Threshold,Sell Threshold,2023-06-13,2023-06-14,2023-06-15,2023-06-16,2023-06-20,2023-06-21,2023-06-22,2023-06-23,2023-06-26,2023-06-27,2023-06-28,2023-06-29,2023-06-30,2023-07-03,2023-07-05,2023-07-06,2023-07-07,2023-07-10,2023-07-11,2023-07-12,2023-07-13,2023-07-14,2023-07-17,2023-07-18,2023-07-19,Sum
0.25,-0.075,0.58,-0.01,3.44,-1.56,0.0,0.28,3.67,0.0,0.0,0.0,0.0,-0.37,0.97,0.0,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,0.48,0.0,0.0,6.94
0.25,-0.08,0.58,-0.01,3.44,-1.37,0.0,0.28,3.67,0.0,0.0,0.0,0.0,-0.37,0.97,0.0,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,0.48,0.0,0.0,8.2
0.25,-0.085,0.58,-0.01,3.44,-1.37,0.0,0.28,3.67,0.0,0.0,0.0,0.0,-0.37,0.97,0.0,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,0.48,0.0,0.0,8.2
0.25,-0.09,0.58,-0.01,3.44,-1.37,0.0,0.28,3.67,0.0,0.0,0.0,0.0,-0.37,0.97,0.0,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,0.48,0.0,0.0,8.2
0.25,-0.095,0.76,-0.01,3.44,-1.19,0.0,0.28,3.67,0.0,0.0,0.0,0.0,-0.37,1.43,0.0,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,0.48,0.0,0.0,9.02
0.25,-0.1,0.76,-0.01,2.54,-1.19,0.0,0.28,3.67,0.0,0.0,0.0,0.0,-0.37,1.43,0.0,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,0.48,0.0,0.0,8.12
0.25,-0.105,0.76,-0.01,2.54,-1.21,0.0,0.28,3.67,0.0,0.0,0.0,0.0,-0.63,1.43,0.0,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,0.48,0.0,0.0,7.84
0.25,-0.11,0.76,-0.01,2.54,-1.21,0.0,0.28,3.67,0.0,0.0,0.0,0.0,-1.42,1.43,0.0,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,0.48,0.0,0.0,7.05
0.25,-0.115,0.76,-0.01,2.54,-1.21,0.0,0.28,3.67,0.0,0.0,0.0,0.0,-1.42,1.43,0.0,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,0.48,0.0,0.0,7.05
0.25,-0.12,0.76,0.31,2.54,0.9,0.0,0.28,3.67,0.0,0.0,0.0,0.0,-1.42,1.43,0.0,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,0.48,0.0,0.0,9.48
0.25,-0.125,0.76,0.31,2.54,1.63,0.0,-6.86,3.67,0.0,0.0,0.0,0.0,-1.42,1.43,0.0,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,0.48,0.0,0.0,3.07
0.25,-0.13,0.76,0.0,4.76,1.63,0.0,-6.86,3.67,0.0,0.0,0.0,0.0,-1.42,1.43,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,0.0,-0.08,0.48,0.0,0.0,4.21
0.25,-0.135,0.76,0.0,4.76,1.63,0.0,-6.86,3.67,0.0,0.0,0.0,0.0,-1.42,1.43,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,0.0,-0.08,0.48,0.0,0.0,4.21
0.25,-0.14,0.76,0.0,4.76,1.63,0.0,-6.86,3.67,0.0,0.0,0.0,0.0,-1.42,1.43,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,-0.08,3.94,0.0,0.0,7.01
0.25,-0.145,0.76,0.0,4.76,1.63,0.0,-6.86,3.67,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,-0.08,3.94,0.0,0.0,5.58
0.25,-0.15,0.76,0.0,4.76,1.63,0.0,-6.86,3.67,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,-0.08,3.94,0.0,0.0,5.58
0.25,-0.155,0.76,0.0,4.76,1.63,0.0,-6.86,3.67,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,-0.08,3.94,0.0,0.0,5.58
0.25,-0.16,0.76,0.0,4.76,1.63,0.0,-6.86,3.67,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,-0.08,3.94,0.0,0.0,5.58
0.25,-0.165,0.76,0.0,4.76,1.63,0.0,-6.86,3.67,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,0.27,3.94,0.0,0.0,5.93
0.25,-0.17,0.76,0.0,4.76,1.63,0.0,-6.86,3.67,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,0.27,3.94,0.0,0.0,5.93
0.25,-0.175,0.76,0.0,4.76,1.63,0.0,-6.86,3.67,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,0.27,3.94,0.0,0.0,5.93
0.25,-0.18,0.76,0.0,4.76,1.63,0.0,-6.86,3.67,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,0.27,3.94,0.0,0.0,5.93
0.25,-0.185,0.76,0.0,4.76,1.63,0.0,-6.86,3.67,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,0.27,4.36,0.0,0.0,6.35
0.25,-0.19,0.76,0.0,6.44,1.63,0.0,-6.86,3.67,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,3.48,0.0,0.0,0.0,6.88
0.25,-0.195,0.76,0.0,6.44,1.63,0.0,-6.86,3.67,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,3.48,0.0,0.0,0.0,6.88
0.25,-0.2,0.76,0.0,6.44,1.63,0.0,-6.86,0.0,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,3.48,0.0,0.0,0.0,3.21
0.25,-0.205,0.76,0.0,6.44,1.63,0.0,-6.86,0.0,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,0.0,0.0,0.0,1.94
0.25,-0.21,0.76,0.0,6.44,1.63,0.0,-6.86,0.0,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,0.0,0.0,0.0,1.94
0.25,-0.215,0.0,0.0,6.44,1.63,0.0,-6.86,0.0,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,0.0,0.0,0.0,1.18
0.25,-0.22,0.0,0.0,6.44,1.63,0.0,-6.86,0.0,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,0.0,0.0,0.0,1.18
0.25,-0.225,0.0,0.0,6.44,1.63,0.0,-6.86,0.0,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,0.0,0.0,0.0,1.18
0.25,-0.23,0.0,0.0,6.44,1.63,0.0,-6.86,0.0,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,0.0,0.0,0.0,1.18
0.25,-0.235,0.0,0.0,6.44,1.63,0.0,-6.86,0.0,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,0.0,0.0,0.0,1.18
0.25,-0.24,0.0,0.0,6.44,1.63,0.0,-6.86,0.0,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,0.0,0.0,0.0,1.18
0.25,-0.245,0.0,0.0,6.44,1.63,0.0,-6.86,0.0,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,0.0,0.0,0.0,1.18
0.245,0.0,0.58,-0.01,1.75,-0.08,0.0,0.28,1.62,0.0,0.0,0.0,0.0,-0.37,0.8,0.0,0.0,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.3,0.48,-0.27,0.0,3.92
0.245,-0.005,0.58,-0.01,1.75,-0.08,0.0,0.28,1.62,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.3,0.48,-0.27,0.0,4.07
0.245,-0.01,0.58,-0.01,1.75,-1.05,0.0,0.28,1.69,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.08,0.48,-0.27,0.0,3.39
0.245,-0.015,0.58,-0.01,1.75,-1.05,0.0,0.28,1.69,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.08,0.48,-0.27,0.0,3.39
0.245,-0.02,0.58,-0.01,3.44,-1.05,0.0,0.28,1.69,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.08,0.48,-0.27,0.0,5.08
0.245,-0.025,0.58,-0.01,3.44,-1.05,0.0,0.28,1.69,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.08,0.48,-0.27,0.0,5.08
0.245,-0.03,0.58,-0.01,3.44,-1.05,0.0,0.28,1.69,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.08,0.48,-0.27,0.0,5.08
0.245,-0.035,0.58,-0.01,3.44,-1.34,0.0,0.28,1.69,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,0.48,-0.27,0.0,4.89
0.245,-0.04,0.58,-0.01,3.44,-1.34,0.0,0.28,1.69,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,0.48,-0.27,0.0,4.89
0.245,-0.045,0.58,-0.01,3.44,-1.34,0.0,0.28,1.69,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,0.48,-0.27,0.0,4.89
0.245,-0.05,0.58,-0.01,3.44,-1.34,0.0,0.28,1.69,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,0.48,-0.27,0.0,4.89
0.245,-0.055,0.58,-0.01,3.44,-1.34,0.0,0.28,1.69,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,0.48,-0.27,0.0,4.89
0.245,-0.06,0.58,-0.01,3.44,-1.34,0.0,0.28,1.69,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,0.48,-0.27,0.0,4.89
0.245,-0.065,0.58,-0.01,3.44,-1.34,0.0,0.28,1.69,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,0.48,-0.27,0.0,4.89
0.245,-0.07,0.58,-0.01,3.44,-1.34,0.0,0.28,3.86,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,0.48,0.5,0.0,7.83
0.245,-0.075,0.58,-0.01,3.44,-1.34,0.0,0.28,3.86,0.0,0.0,0.0,0.0,-0.37,0.97,0.0,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,0.48,0.5,0.0,7.85
0.245,-0.08,0.58,-0.01,3.44,-1.15,0.0,0.28,3.86,0.0,0.0,0.0,0.0,-0.37,0.97,0.0,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,0.48,0.5,0.0,9.11
0.245,-0.085,0.58,-0.01,3.44,-1.15,0.0,0.28,3.86,0.0,0.0,0.0,0.0,-0.37,0.97,0.0,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,0.48,0.5,0.0,9.11
0.245,-0.09,0.58,-0.01,3.44,-1.15,0.0,0.28,3.86,0.0,0.0,0.0,0.0,-0.37,0.97,0.0,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,0.48,0.5,0.0,9.11
0.245,-0.095,0.76,-0.01,3.44,-0.97,0.0,0.28,3.86,0.0,0.0,0.0,0.0,-0.37,1.43,0.0,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,0.48,0.79,0.0,10.22
0.245,-0.1,0.76,-0.01,2.54,-0.97,0.0,0.28,3.86,0.0,0.0,0.0,0.0,-0.37,1.43,0.0,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,0.48,0.79,0.0,9.32
0.245,-0.105,0.76,-0.01,2.54,-0.99,0.0,0.28,3.86,0.0,0.0,0.0,0.0,-0.63,1.43,0.0,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,0.48,0.79,0.0,9.04
0.245,-0.11,0.76,-0.01,2.54,-0.99,0.0,0.28,3.86,0.0,0.0,0.0,0.0,-1.42,1.43,0.0,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,0.48,0.79,0.0,8.25
0.245,-0.115,0.76,-0.01,2.54,-0.99,0.0,0.28,3.23,0.0,0.0,0.0,0.0,-1.42,1.43,0.0,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,0.48,0.79,0.0,7.62
0.245,-0.12,0.76,0.31,2.54,1.12,0.0,0.28,3.23,0.0,0.0,0.0,0.0,-1.42,1.43,0.0,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,0.48,0.79,0.0,10.05
0.245,-0.125,0.76,0.31,2.54,1.85,0.0,-6.86,3.23,0.0,0.0,0.0,0.0,-1.42,1.43,0.0,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,0.48,0.79,0.0,3.64
0.245,-0.13,0.76,0.0,4.76,1.01,0.0,-6.86,2.93,0.0,0.0,0.0,0.0,-1.42,1.43,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,0.0,-0.08,0.48,0.79,0.0,3.64
0.245,-0.135,0.76,0.0,4.76,1.01,0.0,-6.86,2.93,0.0,0.0,0.0,0.0,-1.42,1.43,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,0.0,-0.08,0.48,0.79,0.0,3.64
0.245,-0.14,0.76,0.0,4.76,1.01,0.0,-6.86,2.93,0.0,0.0,0.0,0.0,-1.42,1.43,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,-0.08,3.94,0.0,0.0,5.65
0.245,-0.145,0.76,0.0,4.76,1.01,0.0,-6.86,2.93,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,-0.08,3.94,0.0,0.0,4.22
0.245,-0.15,0.76,0.0,4.76,1.01,0.0,-6.86,2.93,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,-0.08,3.94,0.0,0.0,4.22
0.245,-0.155,0.76,0.0,4.76,1.01,0.0,-6.86,2.93,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,-0.08,3.94,0.0,0.0,4.22
0.245,-0.16,0.76,0.0,4.76,1.01,0.0,-6.86,2.93,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,-0.08,3.94,0.0,0.0,4.22
0.245,-0.165,0.76,0.0,4.76,3.48,0.0,-6.86,2.93,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,0.27,3.94,0.0,0.0,7.04
0.245,-0.17,0.76,0.0,4.76,3.48,0.0,-6.86,2.93,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,0.27,3.94,0.0,0.0,7.04
0.245,-0.175,0.76,0.0,4.76,3.48,0.0,-6.86,2.93,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,0.27,3.94,0.0,0.0,7.04
0.245,-0.18,0.76,0.0,4.76,3.48,0.0,-6.86,2.93,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,0.27,3.94,0.0,0.0,7.04
0.245,-0.185,0.76,0.0,4.76,3.48,0.0,-6.86,2.93,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,0.27,4.36,0.0,0.0,7.46
0.245,-0.19,0.76,0.0,6.44,3.48,0.0,-6.86,2.93,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,3.48,0.0,0.0,0.0,7.99
0.245,-0.195,0.76,0.0,6.44,3.48,0.0,-6.86,2.93,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,3.48,0.0,0.0,0.0,7.99
0.245,-0.2,0.76,0.0,6.44,3.48,0.0,-6.86,6.6,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,3.48,0.0,0.0,0.0,11.66
0.245,-0.205,0.76,0.0,6.44,3.48,0.0,-6.86,6.6,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,0.0,0.0,0.0,10.39
0.245,-0.21,0.76,0.0,6.44,3.48,0.0,-6.86,6.6,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,0.0,0.0,0.0,10.39
0.245,-0.215,0.0,0.0,6.44,3.48,0.0,-6.86,6.6,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,0.0,0.0,0.0,9.63
0.245,-0.22,0.0,0.0,6.44,3.48,0.0,-6.86,6.6,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,0.0,0.0,0.0,9.63
0.245,-0.225,0.0,0.0,6.44,3.48,0.0,-6.86,6.6,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,0.0,0.0,0.0,9.63
0.245,-0.23,0.0,0.0,6.44,3.48,0.0,-6.86,6.6,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,0.0,0.0,0.0,9.63
0.245,-0.235,0.0,0.0,6.44,3.48,0.0,-6.86,6.6,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,0.0,0.0,0.0,9.63
0.245,-0.24,0.0,0.0,6.44,3.48,0.0,-6.86,6.6,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,0.0,0.0,0.0,9.63
0.245,-0.245,0.0,0.0,6.44,3.48,0.0,-6.86,6.6,0.0,0.0,0.0,0.0,-1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,0.0,0.0,0.0,9.63
0.24,0.0,0.58,-0.01,1.75,-0.08,0.0,0.28,1.62,0.0,0.0,0.0,0.0,-0.37,0.8,0.0,0.0,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.3,0.48,-0.27,0.0,3.92
0.24,-0.005,0.58,-0.01,1.75,-0.08,0.0,0.28,1.62,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.3,0.48,-0.27,0.0,4.07
0.24,-0.01,0.58,-0.01,1.75,-1.05,0.0,0.28,1.69,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.08,0.48,-0.27,0.0,3.39
0.24,-0.015,0.58,-0.01,1.75,-1.05,0.0,0.28,1.69,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.08,0.48,-0.27,0.0,3.39
0.24,-0.02,0.58,-0.01,3.44,-1.05,0.0,0.28,1.69,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.08,0.48,-0.27,0.0,5.08
0.24,-0.025,0.58,-0.01,3.44,-1.05,0.0,0.28,1.69,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.08,0.48,-0.27,0.0,5.08
0.24,-0.03,0.58,-0.01,3.44,-1.05,0.0,0.28,1.69,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.08,0.48,-0.27,0.0,5.08
0.24,-0.035,0.58,-0.01,3.44,-1.34,0.0,0.28,1.69,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,0.48,-0.27,0.0,4.89
0.24,-0.04,0.58,-0.01,3.44,-1.34,0.0,0.28,1.69,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,0.48,-0.27,0.0,4.89
0.24,-0.045,0.58,-0.01,3.44,-1.34,0.0,0.28,1.69,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,0.48,-0.27,0.0,4.89
0.24,-0.05,0.58,-0.01,3.44,-1.34,0.0,0.28,1.69,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,0.48,-0.27,0.0,4.89
0.24,-0.055,0.58,-0.01,3.44,-1.34,0.0,0.28,1.69,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,0.48,-0.27,0.0,4.89
0.24,-0.06,0.58,-0.01,3.44,-1.34,0.0,0.28,1.69,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,0.48,-0.27,0.0,4.89
0.24,-0.065,0.58,-0.01,3.44,-1.34,0.0,0.28,1.69,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,0.48,-0.27,0.0,4.89
0.24,-0.07,0.58,-0.01,3.44,-1.34,0.0,0.28,3.86,0.0,0.0,0.0,0.0,-0.37,0.95,0.0,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,0.48,0.5,0.0,7.83
